Area,MTU,Fossil Gas  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
BZN|SE3,16.08.2022 22:00 - 16.08.2022 23:00 (CET/CEST),0,471,5492,220,0,815
BZN|SE3,16.08.2022 23:00 - 17.08.2022 00:00 (CET/CEST),0,406,5546,212,0,767
BZN|SE3,17.08.2022 00:00 - 17.08.2022 01:00 (CET/CEST),0,392,5483,199,0,768
BZN|SE3,17.08.2022 01:00 - 17.08.2022 02:00 (CET/CEST),0,395,5493,199,0,755
BZN|SE3,17.08.2022 02:00 - 17.08.2022 03:00 (CET/CEST),0,394,5491,199,0,717
BZN|SE3,17.08.2022 03:00 - 17.08.2022 04:00 (CET/CEST),0,390,5491,197,0,678
BZN|SE3,17.08.2022 04:00 - 17.08.2022 05:00 (CET/CEST),0,397,5477,198,0,635
BZN|SE3,17.08.2022 05:00 - 17.08.2022 06:00 (CET/CEST),0,418,5491,200,1,632
BZN|SE3,17.08.2022 06:00 - 17.08.2022 07:00 (CET/CEST),0,453,5495,215,8,587
BZN|SE3,17.08.2022 07:00 - 17.08.2022 08:00 (CET/CEST),0,594,5496,233,37,512
BZN|SE3,17.08.2022 08:00 - 17.08.2022 09:00 (CET/CEST),0,856,5495,253,89,456
BZN|SE3,17.08.2022 09:00 - 17.08.2022 10:00 (CET/CEST),15,869,5493,279,154,457
BZN|SE3,17.08.2022 10:00 - 17.08.2022 11:00 (CET/CEST),0,992,5474,291,225,503
BZN|SE3,17.08.2022 11:00 - 17.08.2022 12:00 (CET/CEST),0,1035,5482,306,277,500
BZN|SE3,17.08.2022 12:00 - 17.08.2022 13:00 (CET/CEST),0,843,5489,312,311,553
BZN|SE3,17.08.2022 13:00 - 17.08.2022 14:00 (CET/CEST),0,840,5487,310,314,576
BZN|SE3,17.08.2022 14:00 - 17.08.2022 15:00 (CET/CEST),0,828,5488,305,292,640
BZN|SE3,17.08.2022 15:00 - 17.08.2022 16:00 (CET/CEST),0,833,5478,309,252,685
BZN|SE3,17.08.2022 16:00 - 17.08.2022 17:00 (CET/CEST),0,780,5483,282,198,708
BZN|SE3,17.08.2022 17:00 - 17.08.2022 18:00 (CET/CEST),0,830,5496,250,125,657
BZN|SE3,17.08.2022 18:00 - 17.08.2022 19:00 (CET/CEST),0,831,5499,232,62,571
BZN|SE3,17.08.2022 19:00 - 17.08.2022 20:00 (CET/CEST),0,733,5499,213,13,501
BZN|SE3,17.08.2022 20:00 - 17.08.2022 21:00 (CET/CEST),0,630,5500,201,1,471
BZN|SE3,17.08.2022 21:00 - 17.08.2022 22:00 (CET/CEST),0,576,5502,202,0,409
BZN|SE3,17.08.2022 22:00 - 17.08.2022 23:00 (CET/CEST),0,501,5490,205,0,396
BZN|SE3,17.08.2022 23:00 - 18.08.2022 00:00 (CET/CEST),0,452,5518,199,0,318
BZN|SE3,18.08.2022 00:00 - 18.08.2022 01:00 (CET/CEST),0,439,5512,188,0,239
BZN|SE3,18.08.2022 01:00 - 18.08.2022 02:00 (CET/CEST),0,436,5513,188,0,213
BZN|SE3,18.08.2022 02:00 - 18.08.2022 03:00 (CET/CEST),0,435,5515,187,0,206
BZN|SE3,18.08.2022 03:00 - 18.08.2022 04:00 (CET/CEST),0,442,5514,187,0,199
BZN|SE3,18.08.2022 04:00 - 18.08.2022 05:00 (CET/CEST),0,447,5495,188,0,193
BZN|SE3,18.08.2022 05:00 - 18.08.2022 06:00 (CET/CEST),0,453,5515,197,1,199
BZN|SE3,18.08.2022 06:00 - 18.08.2022 07:00 (CET/CEST),0,646,5514,200,9,192
BZN|SE3,18.08.2022 07:00 - 18.08.2022 08:00 (CET/CEST),0,901,5512,224,45,179
BZN|SE3,18.08.2022 08:00 - 18.08.2022 09:00 (CET/CEST),0,1190,5510,240,97,153
BZN|SE3,18.08.2022 09:00 - 18.08.2022 10:00 (CET/CEST),0,1223,5510,274,159,136
BZN|SE3,18.08.2022 10:00 - 18.08.2022 11:00 (CET/CEST),0,1279,5510,293,213,125
BZN|SE3,18.08.2022 11:00 - 18.08.2022 12:00 (CET/CEST),0,1284,5509,305,243,121
BZN|SE3,18.08.2022 12:00 - 18.08.2022 13:00 (CET/CEST),0,1280,5508,313,268,127
BZN|SE3,18.08.2022 13:00 - 18.08.2022 14:00 (CET/CEST),0,1198,5507,311,270,124
BZN|SE3,18.08.2022 14:00 - 18.08.2022 15:00 (CET/CEST),0,1136,5503,301,251,132
BZN|SE3,18.08.2022 15:00 - 18.08.2022 16:00 (CET/CEST),0,1155,5497,297,213,147
BZN|SE3,18.08.2022 16:00 - 18.08.2022 17:00 (CET/CEST),0,1018,5495,276,160,186
BZN|SE3,18.08.2022 17:00 - 18.08.2022 18:00 (CET/CEST),0,1208,5494,290,91,228
BZN|SE3,18.08.2022 18:00 - 18.08.2022 19:00 (CET/CEST),0,1135,5494,256,41,286
BZN|SE3,18.08.2022 19:00 - 18.08.2022 20:00 (CET/CEST),0,1176,5495,212,11,382
BZN|SE3,18.08.2022 20:00 - 18.08.2022 21:00 (CET/CEST),0,1162,5457,226,1,463
BZN|SE3,18.08.2022 21:00 - 18.08.2022 22:00 (CET/CEST),0,865,5441,204,0,552
BZN|SE3,18.08.2022 22:00 - 18.08.2022 23:00 (CET/CEST),0,763,5437,203,0,638
BZN|SE3,18.08.2022 23:00 - 19.08.2022 00:00 (CET/CEST),0,576,5533,201,0,648
BZN|SE3,19.08.2022 00:00 - 19.08.2022 01:00 (CET/CEST),0,487,5434,237,0,548
BZN|SE3,19.08.2022 01:00 - 19.08.2022 02:00 (CET/CEST),0,481,5434,236,0,497
BZN|SE3,19.08.2022 02:00 - 19.08.2022 03:00 (CET/CEST),0,475,5435,236,0,432
BZN|SE3,19.08.2022 03:00 - 19.08.2022 04:00 (CET/CEST),0,473,5437,235,0,332
BZN|SE3,19.08.2022 04:00 - 19.08.2022 05:00 (CET/CEST),0,473,5439,236,0,294
BZN|SE3,19.08.2022 05:00 - 19.08.2022 06:00 (CET/CEST),0,526,5441,238,0,258
BZN|SE3,19.08.2022 06:00 - 19.08.2022 07:00 (CET/CEST),0,682,5442,242,5,234
BZN|SE3,19.08.2022 07:00 - 19.08.2022 08:00 (CET/CEST),0,948,5444,269,40,182
BZN|SE3,19.08.2022 08:00 - 19.08.2022 09:00 (CET/CEST),0,1184,5444,291,101,138
BZN|SE3,19.08.2022 09:00 - 19.08.2022 10:00 (CET/CEST),0,1274,5443,313,164,125
BZN|SE3,19.08.2022 10:00 - 19.08.2022 11:00 (CET/CEST),0,1289,5440,294,219,136
BZN|SE3,19.08.2022 11:00 - 19.08.2022 12:00 (CET/CEST),0,1280,5437,332,253,147
BZN|SE3,19.08.2022 12:00 - 19.08.2022 13:00 (CET/CEST),0,1280,5449,329,274,182
BZN|SE3,19.08.2022 13:00 - 19.08.2022 14:00 (CET/CEST),0,1280,5486,328,261,200
BZN|SE3,19.08.2022 14:00 - 19.08.2022 15:00 (CET/CEST),0,1274,5484,318,230,215
BZN|SE3,19.08.2022 15:00 - 19.08.2022 16:00 (CET/CEST),0,1267,5481,305,191,199
BZN|SE3,19.08.2022 16:00 - 19.08.2022 17:00 (CET/CEST),0,1193,5479,300,137,168
BZN|SE3,19.08.2022 17:00 - 19.08.2022 18:00 (CET/CEST),0,1193,5478,282,72,150
BZN|SE3,19.08.2022 18:00 - 19.08.2022 19:00 (CET/CEST),0,1144,5477,265,28,144
BZN|SE3,19.08.2022 19:00 - 19.08.2022 20:00 (CET/CEST),0,1044,5475,250,5,165
BZN|SE3,19.08.2022 20:00 - 19.08.2022 21:00 (CET/CEST),0,864,5479,244,0,213
BZN|SE3,19.08.2022 21:00 - 19.08.2022 22:00 (CET/CEST),0,800,5483,241,0,301
BZN|SE3,19.08.2022 22:00 - 19.08.2022 23:00 (CET/CEST),0,590,5484,238,0,318
BZN|SE3,19.08.2022 23:00 - 20.08.2022 00:00 (CET/CEST),0,469,5530,223,0,328
BZN|SE3,20.08.2022 00:00 - 20.08.2022 01:00 (CET/CEST),0,427,5482,204,0,370
BZN|SE3,20.08.2022 01:00 - 20.08.2022 02:00 (CET/CEST),0,424,5482,202,0,380
BZN|SE3,20.08.2022 02:00 - 20.08.2022 03:00 (CET/CEST),0,424,5481,203,0,343
BZN|SE3,20.08.2022 03:00 - 20.08.2022 04:00 (CET/CEST),0,422,5480,203,0,349
BZN|SE3,20.08.2022 04:00 - 20.08.2022 05:00 (CET/CEST),0,424,5482,204,0,321
BZN|SE3,20.08.2022 05:00 - 20.08.2022 06:00 (CET/CEST),0,423,5482,207,1,336
BZN|SE3,20.08.2022 06:00 - 20.08.2022 07:00 (CET/CEST),0,423,5482,208,2,365
BZN|SE3,20.08.2022 07:00 - 20.08.2022 08:00 (CET/CEST),0,442,5483,218,17,373
BZN|SE3,20.08.2022 08:00 - 20.08.2022 09:00 (CET/CEST),0,520,5482,229,46,381
BZN|SE3,20.08.2022 09:00 - 20.08.2022 10:00 (CET/CEST),0,548,5480,236,86,395
BZN|SE3,20.08.2022 10:00 - 20.08.2022 11:00 (CET/CEST),0,554,5479,243,137,470
BZN|SE3,20.08.2022 11:00 - 20.08.2022 12:00 (CET/CEST),0,540,5478,248,182,549
BZN|SE3,20.08.2022 12:00 - 20.08.2022 13:00 (CET/CEST),0,505,5478,247,210,578
BZN|SE3,20.08.2022 13:00 - 20.08.2022 14:00 (CET/CEST),0,482,5479,255,232,641
BZN|SE3,20.08.2022 14:00 - 20.08.2022 15:00 (CET/CEST),0,476,5479,253,236,709
BZN|SE3,20.08.2022 15:00 - 20.08.2022 16:00 (CET/CEST),0,489,5479,251,211,761
BZN|SE3,20.08.2022 16:00 - 20.08.2022 17:00 (CET/CEST),0,483,5478,256,172,797
BZN|SE3,20.08.2022 17:00 - 20.08.2022 18:00 (CET/CEST),0,497,5477,252,112,828
BZN|SE3,20.08.2022 18:00 - 20.08.2022 19:00 (CET/CEST),0,502,5477,239,53,825
BZN|SE3,20.08.2022 19:00 - 20.08.2022 20:00 (CET/CEST),0,494,5479,228,11,859
BZN|SE3,20.08.2022 20:00 - 20.08.2022 21:00 (CET/CEST),0,494,5481,224,0,929
BZN|SE3,20.08.2022 21:00 - 20.08.2022 22:00 (CET/CEST),0,489,5482,214,0,979
BZN|SE3,20.08.2022 22:00 - 20.08.2022 23:00 (CET/CEST),0,479,5482,209,0,982
BZN|SE3,20.08.2022 23:00 - 21.08.2022 00:00 (CET/CEST),0,464,5509,206,0,961
BZN|SE3,21.08.2022 00:00 - 21.08.2022 01:00 (CET/CEST),0,494,5478,203,0,911
BZN|SE3,21.08.2022 01:00 - 21.08.2022 02:00 (CET/CEST),0,501,5481,203,0,869
BZN|SE3,21.08.2022 02:00 - 21.08.2022 03:00 (CET/CEST),0,490,5486,203,0,841
BZN|SE3,21.08.2022 03:00 - 21.08.2022 04:00 (CET/CEST),0,482,5491,203,0,807
BZN|SE3,21.08.2022 04:00 - 21.08.2022 05:00 (CET/CEST),0,486,5495,202,0,771
BZN|SE3,21.08.2022 05:00 - 21.08.2022 06:00 (CET/CEST),0,482,5500,204,0,740
BZN|SE3,21.08.2022 06:00 - 21.08.2022 07:00 (CET/CEST),0,482,5502,204,5,670
BZN|SE3,21.08.2022 07:00 - 21.08.2022 08:00 (CET/CEST),0,510,5507,215,40,535
BZN|SE3,21.08.2022 08:00 - 21.08.2022 09:00 (CET/CEST),0,621,5511,248,97,445
BZN|SE3,21.08.2022 09:00 - 21.08.2022 10:00 (CET/CEST),0,570,5514,267,168,476
BZN|SE3,21.08.2022 10:00 - 21.08.2022 11:00 (CET/CEST),0,584,5517,283,232,528
BZN|SE3,21.08.2022 11:00 - 21.08.2022 12:00 (CET/CEST),0,565,5530,293,278,588
BZN|SE3,21.08.2022 12:00 - 21.08.2022 13:00 (CET/CEST),0,566,5525,286,299,651
BZN|SE3,21.08.2022 13:00 - 21.08.2022 14:00 (CET/CEST),0,543,5526,291,309,720
BZN|SE3,21.08.2022 14:00 - 21.08.2022 15:00 (CET/CEST),0,524,5526,289,292,781
BZN|SE3,21.08.2022 15:00 - 21.08.2022 16:00 (CET/CEST),0,521,5527,272,244,843
BZN|SE3,21.08.2022 16:00 - 21.08.2022 17:00 (CET/CEST),0,521,5530,262,174,885
BZN|SE3,21.08.2022 17:00 - 21.08.2022 18:00 (CET/CEST),0,511,5527,208,107,914
BZN|SE3,21.08.2022 18:00 - 21.08.2022 19:00 (CET/CEST),0,569,5525,200,52,977
BZN|SE3,21.08.2022 19:00 - 21.08.2022 20:00 (CET/CEST),0,571,5522,207,10,1037
BZN|SE3,21.08.2022 20:00 - 21.08.2022 21:00 (CET/CEST),0,498,5521,201,0,1143
BZN|SE3,21.08.2022 21:00 - 21.08.2022 22:00 (CET/CEST),0,481,5521,201,0,1217
BZN|SE3,21.08.2022 22:00 - 21.08.2022 23:00 (CET/CEST),0,462,5529,187,0,1327
BZN|SE3,21.08.2022 23:00 - 22.08.2022 00:00 (CET/CEST),0,461,5528,183,0,1349
BZN|SE3,22.08.2022 00:00 - 22.08.2022 01:00 (CET/CEST),0,428,5517,185,0,1390
BZN|SE3,22.08.2022 01:00 - 22.08.2022 02:00 (CET/CEST),0,433,5518,185,0,1351
BZN|SE3,22.08.2022 02:00 - 22.08.2022 03:00 (CET/CEST),0,429,5515,185,0,1284
BZN|SE3,22.08.2022 03:00 - 22.08.2022 04:00 (CET/CEST),0,429,5515,184,0,1196
BZN|SE3,22.08.2022 04:00 - 22.08.2022 05:00 (CET/CEST),0,442,5516,190,0,1062
BZN|SE3,22.08.2022 05:00 - 22.08.2022 06:00 (CET/CEST),0,507,5516,203,0,940
BZN|SE3,22.08.2022 06:00 - 22.08.2022 07:00 (CET/CEST),0,808,5519,234,8,788
BZN|SE3,22.08.2022 07:00 - 22.08.2022 08:00 (CET/CEST),0,1011,5518,249,51,600
BZN|SE3,22.08.2022 08:00 - 22.08.2022 09:00 (CET/CEST),0,1178,5518,264,125,452
BZN|SE3,22.08.2022 09:00 - 22.08.2022 10:00 (CET/CEST),0,1188,5519,303,214,339
BZN|SE3,22.08.2022 10:00 - 22.08.2022 11:00 (CET/CEST),0,1207,5519,318,292,278
BZN|SE3,22.08.2022 11:00 - 22.08.2022 12:00 (CET/CEST),0,1219,5512,328,340,253
BZN|SE3,22.08.2022 12:00 - 22.08.2022 13:00 (CET/CEST),0,1187,5511,330,361,242
BZN|SE3,22.08.2022 13:00 - 22.08.2022 14:00 (CET/CEST),0,1164,5513,324,359,237
BZN|SE3,22.08.2022 14:00 - 22.08.2022 15:00 (CET/CEST),0,1157,5512,314,334,237
BZN|SE3,22.08.2022 15:00 - 22.08.2022 16:00 (CET/CEST),0,1179,5513,309,285,221
BZN|SE3,22.08.2022 16:00 - 22.08.2022 17:00 (CET/CEST),0,1118,5511,283,215,184
BZN|SE3,22.08.2022 17:00 - 22.08.2022 18:00 (CET/CEST),0,1352,5511,262,130,148
BZN|SE3,22.08.2022 18:00 - 22.08.2022 19:00 (CET/CEST),0,1367,5521,245,59,118
BZN|SE3,22.08.2022 19:00 - 22.08.2022 20:00 (CET/CEST),0,1373,5518,236,11,106
BZN|SE3,22.08.2022 20:00 - 22.08.2022 21:00 (CET/CEST),0,1350,5517,232,0,101
BZN|SE3,22.08.2022 21:00 - 22.08.2022 22:00 (CET/CEST),0,1306,5517,231,0,103
BZN|SE3,22.08.2022 22:00 - 22.08.2022 23:00 (CET/CEST),0,1218,5514,213,0,99
BZN|SE3,22.08.2022 23:00 - 23.08.2022 00:00 (CET/CEST),0,931,5556,223,0,89
BZN|SE3,23.08.2022 00:00 - 23.08.2022 01:00 (CET/CEST),0,690,5514,230,0,81
BZN|SE3,23.08.2022 01:00 - 23.08.2022 02:00 (CET/CEST),0,681,5516,230,0,80
BZN|SE3,23.08.2022 02:00 - 23.08.2022 03:00 (CET/CEST),0,673,5519,230,0,76
BZN|SE3,23.08.2022 03:00 - 23.08.2022 04:00 (CET/CEST),0,671,5519,231,0,75
BZN|SE3,23.08.2022 04:00 - 23.08.2022 05:00 (CET/CEST),0,706,5519,231,0,76
BZN|SE3,23.08.2022 05:00 - 23.08.2022 06:00 (CET/CEST),0,757,5521,233,0,83
BZN|SE3,23.08.2022 06:00 - 23.08.2022 07:00 (CET/CEST),0,821,5521,238,5,87
BZN|SE3,23.08.2022 07:00 - 23.08.2022 08:00 (CET/CEST),0,1152,5519,250,34,95
BZN|SE3,23.08.2022 08:00 - 23.08.2022 09:00 (CET/CEST),0,1178,5518,258,82,87
BZN|SE3,23.08.2022 09:00 - 23.08.2022 10:00 (CET/CEST),0,1187,5510,273,144,76
BZN|SE3,23.08.2022 10:00 - 23.08.2022 11:00 (CET/CEST),0,1199,5509,271,205,75
BZN|SE3,23.08.2022 11:00 - 23.08.2022 12:00 (CET/CEST),0,1147,5505,273,240,74
BZN|SE3,23.08.2022 12:00 - 23.08.2022 13:00 (CET/CEST),0,1015,5506,274,253,77
BZN|SE3,23.08.2022 13:00 - 23.08.2022 14:00 (CET/CEST),0,1008,5503,276,247,78
BZN|SE3,23.08.2022 14:00 - 23.08.2022 15:00 (CET/CEST),0,1167,5500,276,233,77
BZN|SE3,23.08.2022 15:00 - 23.08.2022 16:00 (CET/CEST),0,1227,5498,277,200,78
BZN|SE3,23.08.2022 16:00 - 23.08.2022 17:00 (CET/CEST),0,1333,5495,278,154,82
BZN|SE3,23.08.2022 17:00 - 23.08.2022 18:00 (CET/CEST),0,1361,5493,268,95,88
BZN|SE3,23.08.2022 18:00 - 23.08.2022 19:00 (CET/CEST),0,1346,5495,259,46,94
BZN|SE3,23.08.2022 19:00 - 23.08.2022 20:00 (CET/CEST),0,1328,5495,248,10,114
BZN|SE3,23.08.2022 20:00 - 23.08.2022 21:00 (CET/CEST),0,1330,5496,241,0,132
BZN|SE3,23.08.2022 21:00 - 23.08.2022 22:00 (CET/CEST),0,1274,5497,236,0,146
BZN|SE3,23.08.2022 22:00 - 23.08.2022 23:00 (CET/CEST),0,947,5498,232,0,156
BZN|SE3,23.08.2022 23:00 - 24.08.2022 00:00 (CET/CEST),0,901,5545,231,0,162
BZN|SE3,24.08.2022 00:00 - 24.08.2022 01:00 (CET/CEST),0,774,5495,233,0,159
BZN|SE3,24.08.2022 01:00 - 24.08.2022 02:00 (CET/CEST),0,692,5495,232,0,156
BZN|SE3,24.08.2022 02:00 - 24.08.2022 03:00 (CET/CEST),0,663,5498,220,0,142
BZN|SE3,24.08.2022 03:00 - 24.08.2022 04:00 (CET/CEST),0,653,5499,220,0,131
BZN|SE3,24.08.2022 04:00 - 24.08.2022 05:00 (CET/CEST),0,651,5500,220,0,115
BZN|SE3,24.08.2022 05:00 - 24.08.2022 06:00 (CET/CEST),0,702,5502,235,0,110
BZN|SE3,24.08.2022 06:00 - 24.08.2022 07:00 (CET/CEST),0,871,5499,241,7,106
BZN|SE3,24.08.2022 07:00 - 24.08.2022 08:00 (CET/CEST),0,1143,5497,267,44,95
BZN|SE3,24.08.2022 08:00 - 24.08.2022 09:00 (CET/CEST),0,1309,5496,286,111,75
BZN|SE3,24.08.2022 09:00 - 24.08.2022 10:00 (CET/CEST),0,1328,5467,309,199,52
BZN|SE3,24.08.2022 10:00 - 24.08.2022 11:00 (CET/CEST),0,1290,5450,324,281,49
BZN|SE3,24.08.2022 11:00 - 24.08.2022 12:00 (CET/CEST),0,1216,5450,337,342,45
BZN|SE3,24.08.2022 12:00 - 24.08.2022 13:00 (CET/CEST),0,1210,5445,346,376,51
BZN|SE3,24.08.2022 13:00 - 24.08.2022 14:00 (CET/CEST),0,1223,5442,347,380,56
BZN|SE3,24.08.2022 14:00 - 24.08.2022 15:00 (CET/CEST),0,1218,5440,343,359,62
BZN|SE3,24.08.2022 15:00 - 24.08.2022 16:00 (CET/CEST),0,1215,5436,331,310,68
BZN|SE3,24.08.2022 16:00 - 24.08.2022 17:00 (CET/CEST),0,1202,5434,324,234,73
BZN|SE3,24.08.2022 17:00 - 24.08.2022 18:00 (CET/CEST),0,1230,5434,304,144,77
BZN|SE3,24.08.2022 18:00 - 24.08.2022 19:00 (CET/CEST),0,1220,5433,286,64,82
BZN|SE3,24.08.2022 19:00 - 24.08.2022 20:00 (CET/CEST),0,1216,5434,263,12,108
BZN|SE3,24.08.2022 20:00 - 24.08.2022 21:00 (CET/CEST),0,1136,5437,255,0,145
BZN|SE3,24.08.2022 21:00 - 24.08.2022 22:00 (CET/CEST),0,1121,5438,253,0,185
BZN|SE3,24.08.2022 22:00 - 24.08.2022 23:00 (CET/CEST),0,967,5438,251,0,231
BZN|SE3,24.08.2022 23:00 - 25.08.2022 00:00 (CET/CEST),0,838,5480,248,0,287
BZN|SE3,25.08.2022 00:00 - 25.08.2022 01:00 (CET/CEST),0,697,5442,247,0,324
BZN|SE3,25.08.2022 01:00 - 25.08.2022 02:00 (CET/CEST),0,700,5445,218,0,354
BZN|SE3,25.08.2022 02:00 - 25.08.2022 03:00 (CET/CEST),0,674,5446,202,0,330
BZN|SE3,25.08.2022 03:00 - 25.08.2022 04:00 (CET/CEST),0,669,5446,202,0,290
BZN|SE3,25.08.2022 04:00 - 25.08.2022 05:00 (CET/CEST),0,670,5446,219,0,264
BZN|SE3,25.08.2022 05:00 - 25.08.2022 06:00 (CET/CEST),0,755,5448,248,0,240
BZN|SE3,25.08.2022 06:00 - 25.08.2022 07:00 (CET/CEST),0,1025,5447,261,7,216
BZN|SE3,25.08.2022 07:00 - 25.08.2022 08:00 (CET/CEST),45,1343,5445,302,47,178
BZN|SE3,25.08.2022 08:00 - 25.08.2022 09:00 (CET/CEST),45,1342,5444,325,116,140
BZN|SE3,25.08.2022 09:00 - 25.08.2022 10:00 (CET/CEST),45,1356,5441,348,203,111
BZN|SE3,25.08.2022 10:00 - 25.08.2022 11:00 (CET/CEST),45,1372,5436,341,293,106
BZN|SE3,25.08.2022 11:00 - 25.08.2022 12:00 (CET/CEST),0,1304,5433,364,353,108
BZN|SE3,25.08.2022 12:00 - 25.08.2022 13:00 (CET/CEST),0,1286,5417,352,385,112
BZN|SE3,25.08.2022 13:00 - 25.08.2022 14:00 (CET/CEST),0,1283,5417,367,388,127
BZN|SE3,25.08.2022 14:00 - 25.08.2022 15:00 (CET/CEST),0,1281,5413,361,365,141
BZN|SE3,25.08.2022 15:00 - 25.08.2022 16:00 (CET/CEST),0,1294,5408,331,312,170
BZN|SE3,25.08.2022 16:00 - 25.08.2022 17:00 (CET/CEST),45,1287,5407,309,238,169
BZN|SE3,25.08.2022 17:00 - 25.08.2022 18:00 (CET/CEST),45,1359,5410,303,146,189
BZN|SE3,25.08.2022 18:00 - 25.08.2022 19:00 (CET/CEST),45,1378,5411,285,66,235
BZN|SE3,25.08.2022 19:00 - 25.08.2022 20:00 (CET/CEST),45,1368,5412,264,12,344
BZN|SE3,25.08.2022 20:00 - 25.08.2022 21:00 (CET/CEST),45,1355,5413,259,0,500
BZN|SE3,25.08.2022 21:00 - 25.08.2022 22:00 (CET/CEST),0,1191,5413,234,0,639
BZN|SE3,25.08.2022 22:00 - 25.08.2022 23:00 (CET/CEST),0,973,5414,243,0,756
BZN|SE3,25.08.2022 23:00 - 26.08.2022 00:00 (CET/CEST),0,770,5464,229,0,811
BZN|SE3,26.08.2022 00:00 - 26.08.2022 01:00 (CET/CEST),0,623,5417,202,0,759
BZN|SE3,26.08.2022 01:00 - 26.08.2022 02:00 (CET/CEST),0,600,5417,185,0,682
BZN|SE3,26.08.2022 02:00 - 26.08.2022 03:00 (CET/CEST),0,589,5419,181,0,596
BZN|SE3,26.08.2022 03:00 - 26.08.2022 04:00 (CET/CEST),0,588,5421,180,0,547
BZN|SE3,26.08.2022 04:00 - 26.08.2022 05:00 (CET/CEST),0,596,5420,178,0,489
BZN|SE3,26.08.2022 05:00 - 26.08.2022 06:00 (CET/CEST),0,653,5421,200,0,447
BZN|SE3,26.08.2022 06:00 - 26.08.2022 07:00 (CET/CEST),0,802,5421,217,6,413
BZN|SE3,26.08.2022 07:00 - 26.08.2022 08:00 (CET/CEST),0,1123,5420,233,33,357
BZN|SE3,26.08.2022 08:00 - 26.08.2022 09:00 (CET/CEST),0,1338,5421,255,86,275
BZN|SE3,26.08.2022 09:00 - 26.08.2022 10:00 (CET/CEST),0,1381,5422,283,143,211
BZN|SE3,26.08.2022 10:00 - 26.08.2022 11:00 (CET/CEST),0,1387,5406,280,205,178
BZN|SE3,26.08.2022 11:00 - 26.08.2022 12:00 (CET/CEST),0,1387,5407,297,247,181
BZN|SE3,26.08.2022 12:00 - 26.08.2022 13:00 (CET/CEST),0,1374,5397,268,261,168
BZN|SE3,26.08.2022 13:00 - 26.08.2022 14:00 (CET/CEST),0,1371,5401,281,261,161
BZN|SE3,26.08.2022 14:00 - 26.08.2022 15:00 (CET/CEST),0,1238,5401,228,242,151
BZN|SE3,26.08.2022 15:00 - 26.08.2022 16:00 (CET/CEST),0,1245,5400,215,212,144
BZN|SE3,26.08.2022 16:00 - 26.08.2022 17:00 (CET/CEST),0,1303,5397,204,153,145
BZN|SE3,26.08.2022 17:00 - 26.08.2022 18:00 (CET/CEST),0,1328,5396,188,88,144
BZN|SE3,26.08.2022 18:00 - 26.08.2022 19:00 (CET/CEST),0,1308,5398,216,39,165
BZN|SE3,26.08.2022 19:00 - 26.08.2022 20:00 (CET/CEST),0,1230,5397,193,8,214
BZN|SE3,26.08.2022 20:00 - 26.08.2022 21:00 (CET/CEST),0,1082,5399,224,0,288
BZN|SE3,26.08.2022 21:00 - 26.08.2022 22:00 (CET/CEST),0,833,5401,235,0,328
BZN|SE3,26.08.2022 22:00 - 26.08.2022 23:00 (CET/CEST),0,791,5400,232,0,372
BZN|SE3,26.08.2022 23:00 - 27.08.2022 00:00 (CET/CEST),0,684,5429,206,0,390
BZN|SE3,27.08.2022 00:00 - 27.08.2022 01:00 (CET/CEST),0,585,5402,169,0,363
BZN|SE3,27.08.2022 01:00 - 27.08.2022 02:00 (CET/CEST),0,555,5404,169,0,314
BZN|SE3,27.08.2022 02:00 - 27.08.2022 03:00 (CET/CEST),0,541,5404,164,0,269
BZN|SE3,27.08.2022 03:00 - 27.08.2022 04:00 (CET/CEST),0,539,5404,164,0,210
BZN|SE3,27.08.2022 04:00 - 27.08.2022 05:00 (CET/CEST),0,539,5403,161,0,136
BZN|SE3,27.08.2022 05:00 - 27.08.2022 06:00 (CET/CEST),0,540,5405,163,0,110
BZN|SE3,27.08.2022 06:00 - 27.08.2022 07:00 (CET/CEST),0,560,5406,173,2,91
BZN|SE3,27.08.2022 07:00 - 27.08.2022 08:00 (CET/CEST),0,586,5406,192,18,72
BZN|SE3,27.08.2022 08:00 - 27.08.2022 09:00 (CET/CEST),0,672,5410,213,44,59
BZN|SE3,27.08.2022 09:00 - 27.08.2022 10:00 (CET/CEST),0,706,5410,241,87,51
BZN|SE3,27.08.2022 10:00 - 27.08.2022 11:00 (CET/CEST),0,764,5100,250,152,58
BZN|SE3,27.08.2022 11:00 - 27.08.2022 12:00 (CET/CEST),0,780,5101,276,192,52
BZN|SE3,27.08.2022 12:00 - 27.08.2022 13:00 (CET/CEST),0,824,5101,281,200,55
BZN|SE3,27.08.2022 13:00 - 27.08.2022 14:00 (CET/CEST),0,757,5407,270,191,58
BZN|SE3,27.08.2022 14:00 - 27.08.2022 15:00 (CET/CEST),0,749,5404,267,168,61
BZN|SE3,27.08.2022 15:00 - 27.08.2022 16:00 (CET/CEST),0,749,5388,260,133,70
BZN|SE3,27.08.2022 16:00 - 27.08.2022 17:00 (CET/CEST),0,818,5368,252,93,77
